id,1997-1998,1998-2001,2001-2002,2002-2005,2005-2006,2006-2009,2009-2010,縣市,鄉鎮,1994藍代表,1994綠代表,1994藍得票,1994綠得票,1997藍代表,1997綠代表,1997藍得票,1997綠得票,1998藍代表,1998綠代表,1998藍得票,1998綠得票,2001藍代表,2001綠代表,2001藍得票,2001綠得票,2002藍代表,2002綠代表,2002藍得票,2002綠得票,2005藍代表,2005綠代表,2005藍得票,2005綠得票,2006藍代表,2006綠代表,2006藍得票,2006綠得票,2009藍代表,2009綠代表,2009藍得票,2009綠得票,2010藍代表,2010綠代表,2010藍得票,2010綠得票
10016020,50.579284108594,50.579284108594,52.147951567424,52.147951567424,41.59767610748,41.59767610748,47.266828872668,,澎湖縣,湖西鄉,,,,,2925,2858,賴峰偉,許丕龍,,,,,3144,2885,賴峰偉,陳光復,,,,,2864,4021,王乾發,陳光復,,,,,2914,3251,王乾發,蔡見興,,,,
10016030,58.77122069523,58.77122069523,67.643835616438,67.643835616438,44.519459888801,44.519459888801,54.516208859193,,澎湖縣,白沙鄉,,,,,2181,1530,賴峰偉,許丕龍,,,,,2469,1181,賴峰偉,陳光復,,,,,2242,2794,王乾發,陳光復,,,,,2203,1838,王乾發,蔡見興,,,,
10016040,60.527894421116,60.527894421116,64.307228915663,64.307228915663,52.549019607843,52.549019607843,52.526799387443,,澎湖縣,西嶼鄉,,,,,2018,1316,賴峰偉,許丕龍,,,,,2135,1185,賴峰偉,陳光復,,,,,2278,2057,王乾發,陳光復,,,,,1715,1550,王乾發,蔡見興,,,,
10016050,57.43006993007,57.43006993007,58.261617900172,58.261617900172,43.318385650224,43.318385650224,35.703001579779,,澎湖縣,望安鄉,,,,,657,487,賴峰偉,許丕龍,,,,,677,485,賴峰偉,陳光復,,,,,966,1264,王乾發,陳光復,,,,,904,1628,王乾發,蔡見興,,,,
10016060,79.608650875386,79.608650875386,83.147459727385,83.147459727385,57.160194174757,57.160194174757,58.951271186441,,澎湖縣,七美鄉,,,,,773,198,賴峰偉,許丕龍,,,,,671,136,賴峰偉,陳光復,,,,,942,706,王乾發,陳光復,,,,,1113,775,王乾發,蔡見興,,,,
10017010,50.002164783305,50.002164783305,58.690136996995,58.690136996995,67.52761017607,67.52761017607,61.694207372435,,基隆市,中正區,,,,,11549,11548,劉文雄,李進勇,,,,,15037,10584,許財利,李進勇,,,,,19138,9203,"許財利 劉文雄","陳建銘 王拓",,,,,13590,8438,張通榮,林右昌,,,,
10017070,43.137612448335,43.137612448335,61.127870962552,61.127870962552,71.129619553844,71.129619553844,59.419854963741,,基隆市,信義區,,,,,7097,9355,劉文雄,李進勇,,,,,15197,9664,許財利,李進勇,,,,,16995,6898,"許財利 劉文雄","陳建銘 王拓",,,,,11881,8114,張通榮,林右昌,,,,
10017040,51.546146527117,51.546146527117,59.5141185449,59.5141185449,61.508052099372,61.508052099372,51.828810468733,,基隆市,仁愛區,,,,,6501,6111,劉文雄,李進勇,,,,,9358,6366,許財利,李進勇,,,,,14781,9250,"許財利 劉文雄","陳建銘 王拓",,,,,9664,8982,張通榮,林右昌,,,,
10017050,41.435301651192,41.435301651192,54.823111258059,54.823111258059,64.249186424919,64.249186424919,54.785110925462,,基隆市,中山區,,,,,9059,12804,劉文雄,李進勇,,,,,13265,10931,許財利,李進勇,,,,,16584,9228,"許財利 劉文雄","陳建銘 王拓",,,,,11804,9742,張通榮,林右昌,,,,
10017060,46.215707232656,46.215707232656,55.516902676598,55.516902676598,66.368237658011,66.368237658011,54.102656786553,,基隆市,安樂區,,,,,9080,10567,劉文雄,李進勇,,,,,13565,10869,許財利,李進勇,,,,,26094,13223,"許財利 劉文雄","陳建銘 王拓",,,,,17961,15237,張通榮,林右昌,,,,
10017030,45.561476969928,45.561476969928,56.328052728955,56.328052728955,70.158821830783,70.158821830783,60.670391061453,,基隆市,暖暖區,,,,,11969,14301,劉文雄,李進勇,,,,,19485,15107,許財利,李進勇,,,,,12148,5167,"許財利 劉文雄","陳建銘 王拓",,,,,9231,5984,張通榮,林右昌,,,,
10017020,53.244244083078,53.244244083078,61.971646101339,61.971646101339,69.525360809122,69.525360809122,56.400266083816,,基隆市,七堵區,,,,,9921,8712,劉文雄,李進勇,,,,,14163,8691,許財利,李進勇,,,,,18354,8045,"許財利 劉文雄","陳建銘 王拓",,,,,11870,9176,張通榮,林右昌,,,,
10018010,46.314524006312,46.314524006312,58.990098481411,58.990098481411,71.081460865769,71.081460865769,60.858430362741,,新竹市,東區,,,,,30820,35725,林志成,蔡仁堅,,,,,44206,30732,林政則,蔡仁堅,,,,,52102,21197,林政則,鄭貴元,,,,,43487,27969,許明財,劉俊秀,,,,
10018020,43.084699035074,43.084699035074,54.455583889335,54.455583889335,67.586368348885,67.586368348885,56.313186352586,,新竹市,北區,,,,,22504,29728,林志成,蔡仁堅,,,,,31178,26076,林政則,蔡仁堅,,,,,40418,19384,林政則,鄭貴元,,,,,33588,26057,許明財,劉俊秀,,,,
10018030,35.383425594269,35.383425594269,55.151889086488,55.151889086488,68.176627331557,68.176627331557,51.309727524023,,新竹市,香山區,,,,,8693,15875,林志成,蔡仁堅,,,,,15196,12357,林政則,蔡仁堅,,,,,19701,9196,林政則,鄭貴元,,,,,15592,14796,許明財,劉俊秀,,,,
66000010,46.307996051333,46.307996051333,50.27143180276,50.27143180276,55.601092896175,55.601092896175,55.601092896175,,臺中市,中區,,,,,4691,5439,"洪昭男 宋艾克",張溫鷹,,,,,4445,4397,胡志強,蔡明憲,,,,,5291,4225,"胡志強 沈智慧",林佳龍,,,,,,,,,4879,5281,胡志強,蘇嘉全
66000040,44.951572243598,44.951572243598,49.267669981188,49.267669981188,59.144424702735,59.144424702735,59.144424702735,,臺中市,西區,,,,,13552,16596,"洪昭男 宋艾克",張溫鷹,,,,,14666,15102,胡志強,蔡明憲,,,,,30292,20925,"胡志強 沈智慧",林佳龍,,,,,,,,,31588,28064,胡志強,蘇嘉全
66000050,45.63018265751,45.63018265751,51.934434434434,51.934434434434,62.584262682116,62.584262682116,62.584262682116,,臺中市,北區,,,,,16013,19080,"洪昭男 宋艾克",張溫鷹,,,,,20753,19207,胡志強,蔡明憲,,,,,40293,24089,"胡志強 沈智慧",林佳龍,,,,,,,,,42606,34193,胡志強,蘇嘉全
66000020,48.152173913043,48.152173913043,52.76531179211,52.76531179211,55.515407890485,55.515407890485,55.515407890485,,臺中市,東區,,,,,21264,22896,"洪昭男 宋艾克",張溫鷹,,,,,24691,22103,胡志強,蔡明憲,,,,,18898,15143,"胡志強 沈智慧",林佳龍,,,,,,,,,19492,21569,胡志強,蘇嘉全
66000030,51.961631524369,51.961631524369,57.097000702177,57.097000702177,59.469461974543,59.469461974543,59.469461974543,,臺中市,南區,,,,,30065,27795,"洪昭男 宋艾克",張溫鷹,,,,,34152,25662,胡志強,蔡明憲,,,,,27799,18946,"胡志強 沈智慧",林佳龍,,,,,,,,,30888,28374,胡志強,蘇嘉全
66000060,52.029339024969,52.029339024969,55.349525550622,55.349525550622,62.949604620609,62.949604620609,62.949604620609,,臺中市,西屯區,,,,,30715,28319,"洪昭男 宋艾克",張溫鷹,,,,,38148,30774,胡志強,蔡明憲,,,,,50789,29893,"胡志強 沈智慧",林佳龍,,,,,,,,,58681,45251,胡志強,蘇嘉全
66000070,47.674650201663,47.674650201663,54.888628843515,54.888628843515,60.984338519743,60.984338519743,60.984338519743,,臺中市,南屯區,,,,,19149,21017,"洪昭男 宋艾克",張溫鷹,,,,,27205,22359,胡志強,蔡明憲,,,,,35785,22894,"胡志強 沈智慧",林佳龍,,,,,,,,,41399,34774,胡志強,蘇嘉全
66000080,51.386016771754,51.386016771754,56.780327644584,56.780327644584,61.69438568573,61.69438568573,61.69438568573,,臺中市,北屯區,,,,,40504,38319,"洪昭男 宋艾克",張溫鷹,,,,,49806,37911,胡志強,蔡明憲,,,,,63581,39477,"胡志強 沈智慧",林佳龍,,,,,,,,,70004,57704,胡志強,蘇嘉全
10020010,90.082896295043,90.082896295043,80.942653394741,80.942653394741,56.648788607361,56.648788607361,55.364433877183,,嘉義市,東區,,,,,26624,2931,江義雄,蔡鴻章,,,,,21793,5131,江清馦,黃正男,,,,,36756,28128,黃敏惠,陳麗貞,,,,,33764,27221,黃敏惠,涂醒哲,,,,
10020020,87.022697942762,87.022697942762,68.045590305194,68.045590305194,52.801843829834,52.801843829834,51.531069827034,,嘉義市,西區,,,,,22927,3419,江義雄,蔡鴻章,,,,,19821,9308,江清馦,黃正男,,,,,38030,33994,黃敏惠,陳麗貞,,,,,36198,34047,黃敏惠,涂醒哲,,,,
67000320,59.928532433371,59.928532433371,53.837518645527,53.837518645527,49.762881312484,49.762881312484,,,臺南市,東區,,,,,36225,24222,"林南生 陳榮盛 高家俊",張燦鍙,,,,,35010,30019,陳榮盛,許添財,,,,,38825,39195,陳榮盛,"許添財 錢林慧君",,,,,,,,,46510,48008,郭添財,賴清德
67000330,49.472295514512,49.472295514512,45.933488325078,45.933488325078,37.975151108126,37.975151108126,,,臺南市,南區,,,,,23250,23746,"林南生 陳榮盛 高家俊",張燦鍙,,,,,22721,26744,陳榮盛,許添財,,,,,22618,36942,陳榮盛,"許添財 錢林慧君",,,,,,,,,26503,44507,郭添財,賴清德
67000340,53.65313484634,53.65313484634,45.751427475231,45.751427475231,43.150697223668,43.150697223668,,,臺南市,北區,,,,,23499,20299,"林南生 陳榮盛 高家俊",張燦鍙,,,,,20272,24037,陳榮盛,許添財,,,,,24044,31677,陳榮盛,"許添財 錢林慧君",,,,,,,,,31859,38555,郭添財,賴清德
67000350,51.75332265466,51.75332265466,39.720076374656,39.720076374656,35.366701662054,35.366701662054,,,臺南市,安南區,,,,,23909,22289,"林南生 陳榮盛 高家俊",張燦鍙,,,,,22675,34412,陳榮盛,許添財,,,,,25939,47404,陳榮盛,"許添財 錢林慧君",,,,,,,,,32776,64681,郭添財,賴清德
67000360,51.358024691358,51.358024691358,46.464709949092,46.464709949092,40.651746075335,40.651746075335,,,臺南市,安平區,,,,,6864,6501,"林南生 陳榮盛 高家俊",張燦鍙,,,,,7393,8518,陳榮盛,許添財,,,,,8882,12967,陳榮盛,"許添財 錢林慧君",,,,,,,,,12691,17149,郭添財,賴清德
09020010,,,91.293744665285,91.293744665285,,,,,金門縣,金城鎮,,,,,,,,,,,,,7487,714,"李炷烽 蔡是民 許金象",陳昭南,,,,,,,,,,,,,,,,,,,,
09020040,,,94.250913520097,94.250913520097,,,,,金門縣,金寧鄉,,,,,,,,,,,,,3869,236,"李炷烽 蔡是民 許金象",陳昭南,,,,,,,,,,,,,,,,,,,,
09020030,,,92.633928571429,92.633928571429,,,,,金門縣,金湖鎮,,,,,,,,,,,,,4980,396,"李炷烽 蔡是民 許金象",陳昭南,,,,,,,,,,,,,,,,,,,,
09020020,,,96.942167072901,96.942167072901,,,,,金門縣,金沙鎮,,,,,,,,,,,,,4375,138,"李炷烽 蔡是民 許金象",陳昭南,,,,,,,,,,,,,,,,,,,,
09020050,,,96.517412935323,96.517412935323,,,,,金門縣,烈嶼鄉,,,,,,,,,,,,,2134,77,"李炷烽 蔡是民 許金象",陳昭南,,,,,,,,,,,,,,,,,,,,
09020060,,,97.222222222222,97.222222222222,,,,,金門縣,烏坵鄉,,,,,,,,,,,,,35,1,"李炷烽 蔡是民 許金象",陳昭南,,,,,,,,,,,,,,,,,,,,
67000370,,,,,38.981012835212,38.981012835212,,,臺南市,中西區,,,,,,,,,,,,,,,,,,,,,13940,21821,陳榮盛,"許添財 錢林慧君",,,,,,,,,17559,24803,郭添財,賴清德
